"","Estimate","Std. Error","t value","FDR","bcpid"
"bcpIDd1E3SALT_B",0.047420093182441,0.00840046067573672,5.6449396066344,0.0000000275108355728413,"bcpIDd1E3SALT_B"
"bcpIDd1E5SALT_A",-0.00134952427997671,0.0102592543307352,-0.1315421410242,0.895398531851767,"bcpIDd1E5SALT_A"
"bcpIDd1E5SALT_B",-0.0367753724100674,0.010117668996891,-3.63476729880842,0.000306564180037943,"bcpIDd1E5SALT_B"
"bcpIDd1E7SALT_A",0.0605128050552321,0.0670384614137052,0.902658023157748,0.36713521893265,"bcpIDd1E7SALT_A"
"bcpIDd1E7SALT_B",0.0487578510728486,0.00613127615229247,7.95231691768086,0.0000000000000119591756104218,"bcpIDd1E7SALT_B"
"bcpIDd1E9SALT_A",0.0159605130841463,0.0083951973308566,1.90114805586324,0.057848233503305,"bcpIDd1E9SALT_A"
"bcpIDd1F10SALT_A",0.0330532776560134,0.0109945700286909,3.00632744798196,0.00277508096064432,"bcpIDd1F10SALT_A"
"bcpIDd1F10SALT_B",-0.00834514400845659,0.00647329303364126,-1.28916518456486,0.197927359283333,"bcpIDd1F10SALT_B"
"bcpIDd1F11SALT_A",-0.00558331183659064,0.00920868848451818,-0.606309122735274,0.544580334071068,"bcpIDd1F11SALT_A"
"bcpIDd1F11SALT_B",-0.00915959155388463,0.00826707125184039,-1.10796088177485,0.268403013417884,"bcpIDd1F11SALT_B"
"bcpIDd1F1SALT_B",0.042608496576365,0.00546652670663883,7.79443673523429,0.0000000000000368414277133776,"bcpIDd1F1SALT_B"
"bcpIDd1F3SALT_A",0.029506267961576,0.0108079898649335,2.73004215680373,0.00655249922568174,"bcpIDd1F3SALT_A"
"bcpIDd1F3SALT_B",0.0140520840768602,0.0112535102894719,1.24868451846589,0.212355617786159,"bcpIDd1F3SALT_B"
"bcpIDd1F5SALT_B",0.0826288386644175,0.159821737032439,0.517006260842017,0.605376804118105,"bcpIDd1F5SALT_B"
"bcpIDd1F9SALT_A",-0.0140667856528516,0.0211252899081759,-0.665874206413017,0.505793750447588,"bcpIDd1F9SALT_A"
"bcpIDd1F9SALT_B",-0.0946993957502041,0.049139140643926,-1.92716833280457,0.0545159818179588,"bcpIDd1F9SALT_B"
"bcpIDd1G10SALT_A",0.0571540715148229,0.00543209019702544,10.5215615797617,0.0000000000000000000000148417199352746,"bcpIDd1G10SALT_A"
"bcpIDd1G10SALT_B",-0.0118881805195791,0.00535059866416164,-2.22184119306242,0.026733855462976,"bcpIDd1G10SALT_B"
"bcpIDd1G11SALT_A",0.0422510782398998,0.0141995052707353,2.97553171285325,0.00306410823955962,"bcpIDd1G11SALT_A"
